active_power,reactive_power,v_mag_est,v_ang_est,result_f
"[0.0, 19.926227945658805, 112.94806421575703, 41.42850580423044, 8.850404515525616, 13.082567616692458, 0.0, 0.0, 29.61045952459395, 7.449191946957164, 3.2641464769037425, 4.92220678809051, 11.047639861833035, 16.075342873300038]","[0.0, 14.135477899795335, 18.209754498345948, -3.6462970273089614, 1.9160893841565043, 6.695262228162488, 0.0, 0.0, 15.548736538846063, 5.772165098915056, 1.942443553417754, 1.6998851689490941, 6.098263947808765, 5.776219176456408]","[1.0599995977254142, 1.0579904154010789, 1.0216383445940291, 1.0238373047182858, 1.028561464307597, 1.0341567029465681, 1.0258599110278352, 1.0599976761611873, 1.0068679327752308, 1.0043783385426792, 1.0154605382768631, 1.0187181955850493, 1.0124630967601014, 0.9883646489929533]","[0.0, -0.045211527935142014, -0.20132783829986994, -0.14520161208777652, -0.1223152687150581, -0.22339031270657198, -0.20050944176254365, -0.20050942692497703, -0.2300843691547344, -0.23305604262721444, -0.23023359266635401, -0.23642305583355502, -0.2374496548923516, -0.2535774182757019]",5591.802494397735
"[0.0, 22.76625970043582, 87.38448681006, 46.67466393837334, 7.691493883835458, 13.130957273561524, 0.0, 0.0, 24.967016231289016, 7.385815850892142, 3.8557943772565855, 7.273462098746749, 11.23317599261888, 13.615841751658301]","[0.0, 14.719220541602443, 16.843762556598247, -4.553538390129566, 1.6498539147197002, 8.985112226987473, 0.0, 0.0, 13.6470987940937, 6.343875782194296, 2.119662738043843, 1.4891276075975957, 5.42620642631496, 4.478608078429993]","[1.059999631032652, 1.0581875970164467, 1.0271973534091536, 1.0263341813471107, 1.030401351865914, 1.032238849638236, 1.0285046724831315, 1.0599980487722858, 1.0110615178471523, 1.007066351999486, 1.0155460192278358, 1.0160737178522141, 1.0127944185557551, 0.994867251894599]","[0.0, -0.03452958039866565, -0.1629672718725592, -0.1283139823494949, -0.10809779876105668, -0.20667674228020472, -0.17947269651371373, -0.17947268688175094, -0.20678334859209785, -0.21093770262307665, -0.21131839836040944, -0.2224000903852283, -0.2207636827719101, -0.23020576429158238]",5083.493005922816
"[0.0, 19.61906418401549, 112.1794117600999, 51.13393730351116, 6.110874210776308, 11.272733814896384, 0.0, 0.0, 24.36787297934928, 8.426380905848053, 3.238901470150925, 7.0552048129517795, 15.517480255470211, 16.82710397110855]","[0.0, 15.008798450182999, 16.65293366513905, -4.39911813151922, 1.7110073969389963, 8.104266206827925, 0.0, 0.0, 14.856412174108833, 5.8701077427716974, 2.138899830089582, 1.718238525158078, 6.207045803579486, 4.470647729108855]","[1.0599996209187168, 1.05801640872916, 1.021803722207753, 1.0235876308482317, 1.0285454130281155, 1.0365070258760414, 1.0272027099894316, 1.0599975827189505, 1.0098152655533925, 1.0069055721905298, 1.0177909860441317, 1.0185898018548976, 1.012740089292322, 0.9916374939599631]","[0.0, -0.04818869931736012, -0.20604699743562, -0.15288856391911626, -0.12816075170903696, -0.23507783626858025, -0.2066362616824711, -0.20663624625977842, -0.23528661802493442, -0.23999216329104456, -0.23940115141288132, -0.25275481391448684, -0.25339364055287483, -0.2654565368683827]",5750.143842713917
"[0.0, 25.64381201624262, 87.1642668811866, 42.849523201477126, 6.127336970328308, 12.822086441639732, 0.0, 0.0, 28.492538408438318, 8.706926147092721, 3.9203881082174417, 5.718625918054435, 12.654298493874935, 13.897069540422127]","[0.0, 13.424724583872003, 22.561035604088527, -3.943964114129139, 1.529271118312666, 6.052756340893899, 0.0, 0.0, 15.00462728641599, 5.108068918540461, 1.5639980919689955, 1.6563804511292415, 5.556284447526295, 5.167854949868006]","[1.0599996497695836, 1.0577934452014637, 1.02680953061601, 1.0256013539839661, 1.0299373374407723, 1.0325013746280594, 1.0274300977326003, 1.0599982447063339, 1.009336427589186, 1.0063213689826607, 1.0157420196355185, 1.0169598847430048, 1.0117530493404499, 0.9921261074236644]","[0.0, -0.035502339671111875, -0.1635223508494934, -0.1286220551155309, -0.10842961923994646, -0.21008037175823838, -0.18432562573791766, -0.18432561661410957, -0.21409035051059222, -0.21887644771704953, -0.2173083483747153, -0.22444879818944985, -0.22509629473520987, -0.23621405487121874]",5124.569727886029
"[0.0, 18.193421563178102, 81.58330811271836, 51.41223028489484, 6.432609815379179, 9.755377072584151, 0.0, 0.0, 31.789739722017085, 10.558428878176, 2.8580631036520083, 6.01835579965633, 13.689854374852152, 16.454153071011074]","[0.0, 10.367430092076697, 18.090793400259507, -3.79220033633908, 1.8986794155616562, 8.280380423444933, 0.0, 0.0, 13.444117255689372, 6.892800608776341, 1.6782710593520689, 1.7004976121735518, 5.004497274921916, 5.106738795091353]","[1.0599996695416145, 1.0585106039886147, 1.0281951109558238, 1.023958799658468, 1.0289204400983547, 1.0351083796869986, 1.0264085945174684, 1.0599983920106903, 1.0082416571140607, 1.0041678543526051, 1.0161848192668947, 1.0189630883993377, 1.013133350512773, 0.9902001632835766]","[0.0, -0.0351492282110305, -0.16161335267500082, -0.13475578719495424, -0.1131117375124406, -0.21759968735168275, -0.19546094310904963, -0.19546093382974605, -0.22787918182011116, -0.23194156046697606, -0.22652095015652104, -0.23381179934070545, -0.23562899239623142, -0.2525470436005936]",5150.926875969048
"[0.0, 20.16873357653195, 111.55248231430521, 46.95773186938171, 8.664844992374693, 12.723192808113867, 0.0, 0.0, 27.084754823807565, 9.219149541790298, 3.6044952020463135, 5.4662903294728205, 15.145638145670645, 13.931437860330078]","[0.0, 15.179000622496638, 22.765508172699107, -4.466770837893103, 1.8284589036748409, 8.41790976841934, 0.0, 0.0, 13.996914055142451, 5.967277152655772, 1.9271528705957377, 1.5363681479069065, 6.841055724146584, 4.502178231568351]","[1.0599995999456384, 1.0578924973221249, 1.0218056700642306, 1.0238772516685728, 1.0285063414309914, 1.0359596366498847, 1.0274763867012124, 1.0599973791433732, 1.0103056717297045, 1.0069314975246961, 1.0175498454992598, 1.0198090683399368, 1.0129293615473636, 0.9942118059074533]","[0.0, -0.04750485183376387, -0.20406567107363724, -0.15096893954827892, -0.127234842998608, -0.2327250760309228, -0.20591686250286834, -0.20591684670403856, -0.23520061019339641, -0.24018285156517666, -0.23877785336936555, -0.24769067315624066, -0.24899651000930273, -0.25902027124930427]",5718.808691719647
"[0.0, 20.289575890922375, 91.58174698185411, 39.240113887933525, 8.117165443925117, 10.17224271820004, 0.0, 0.0, 31.825443891498406, 9.172236555731253, 4.067167335698636, 5.361285161902465, 15.971607008894283, 17.31883106629256]","[0.0, 14.721890294343726, 17.418975293351984, -3.6441735753431765, 1.8617682530652908, 8.362828850818863, 0.0, 0.0, 16.356027188218068, 6.598632991120924, 1.8661883780233341, 1.3110306672598004, 5.587630941956686, 5.399781960154517]","[1.0599997031129755, 1.0581094733223646, 1.0258247762488757, 1.0235852494681514, 1.0280688248659005, 1.0325841239655769, 1.0244918507501761, 1.059998652747316, 1.0043955929515294, 1.000901316971216, 1.012604202676235, 1.0166570520749212, 1.0087381924281644, 0.9848945015757892]","[0.0, -0.03749326111625144, -0.17196059759239976, -0.13446106881377606, -0.11420617086882008, -0.22323169614514043, -0.19671030301733383, -0.1967102943264783, -0.23006752991842352, -0.2342830253887206, -0.2315583400864925, -0.23985801215339456, -0.24256757176901186, -0.25812283049955914]",5247.168910679333
"[0.0, 19.646706671408477, 88.97190065053059, 46.56047397901218, 7.789899161151495, 11.837903647983309, 0.0, 0.0, 27.924460222987314, 8.697234172927708, 3.2646328128455737, 6.457662929315617, 16.00384536473173, 15.526811355587679]","[0.0, 11.827499805045136, 19.34240306817374, -3.6087965719232273, 1.5757559161448622, 7.735781001127927, 0.0, 0.0, 16.40183803949302, 5.586261889015625, 1.5091060608709308, 1.6652649561779904, 6.447976467635885, 5.700489335023315]","[1.0599996903026112, 1.0581777923280375, 1.0263832441994778, 1.0236925120832998, 1.0282252822654872, 1.0319811313682037, 1.0254364029081446, 1.0599985265570044, 1.0061326372197714, 1.0033786247509666, 1.0143468296226166, 1.0143309650718098, 1.0077222517637638, 0.9863931004768677]","[0.0, -0.03713123143993904, -0.1697311353390108, -0.13525517720407562, -0.11445286179618841, -0.22223550109197715, -0.19270552928572388, -0.19270552028515958, -0.22344335437225119, -0.22837558580209238, -0.22749923088128798, -0.23920422265988042, -0.24017589924509714, -0.2503315869896252]",5236.136402519519
"[0.0, 17.483104217582216, 109.0259021399216, 49.73161155160651, 8.119171534145455, 12.51849826925524, 0.0, 0.0, 34.782527286937196, 8.054926926139483, 2.932996804006084, 6.420586085839941, 11.14776689388583, 15.222976880400655]","[0.0, 13.58392616376633, 17.765971433875865, -4.178005664302728, 1.4943558013263676, 8.417161597909175, 0.0, 0.0, 17.44612682087544, 5.307233328056816, 1.774983607491921, 1.4273154615871275, 6.273996966051505, 5.300700535051657]","[1.0599996550039554, 1.0579064279386943, 1.0217388756362273, 1.0214395922701078, 1.0267626497410813, 1.033371895286699, 1.0236085173249578, 1.0599979731854512, 1.0035152048881604, 1.0016736228302903, 1.0139397850873229, 1.0168585200057274, 1.011314168425258, 0.9873214394055654]","[0.0, -0.04760961408767603, -0.2036244359934948, -0.15383874692573252, -0.12911945727833696, -0.23541569659822562, -0.2139896540968223, -0.21398964036000842, -0.24618408478190898, -0.24888078980536088, -0.24392042661070823, -0.2509601005808634, -0.25055644194281146, -0.2674774893580345]",5741.8660968848735
"[0.0, 22.123652151950143, 91.13949583305462, 53.295738804874254, 6.2869382358807995, 10.546581104309631, 0.0, 0.0, 29.14071418944349, 8.611994453469512, 3.29036772380963, 6.221195574534798, 11.683183348523865, 14.517808221556068]","[0.0, 10.207616683198108, 19.78162263045012, -4.651990102731879, 1.5377605447208136, 7.61739216778826, 0.0, 0.0, 16.054568382813635, 6.424169275367239, 1.5306271045211541, 1.328374641630362, 5.291854610517782, 4.349068573293307]","[1.0599996993143443, 1.0578263302313942, 1.025585111658518, 1.0237211203614927, 1.0287011415664926, 1.0319826623245714, 1.0255444534247973, 1.0599983801967174, 1.006223872524082, 1.002815182129063, 1.0139567611436133, 1.0166870506630117, 1.011755155416919, 0.9911153877750314]","[0.0, -0.03923057539704884, -0.17441256521004847, -0.13850057939700836, -0.11562982623670393, -0.21450391568399718, -0.19322728099659572, -0.1932272718746618, -0.22250709132030624, -0.22596469715076006, -0.22247173267744186, -0.22993274355488075, -0.23004390846186243, -0.2447022136096772]",5322.701644179335
"[0.0, 19.44533735557686, 90.66072954556014, 53.63903733288029, 7.646069400846556, 10.528754342584849, 0.0, 0.0, 34.75940855918883, 7.997348863233728, 3.256348086104935, 6.071151250747825, 13.240736660402224, 13.743849433603225]","[0.0, 14.34674779602935, 15.784436748374004, -4.352301547720783, 1.4765823292700244, 8.733777250363845, 0.0, 0.0, 16.719558749143882, 6.75028481326844, 1.4683995474679072, 1.5730865038053454, 6.263022724367469, 4.132301519555891]","[1.0599997260605918, 1.057871528748933, 1.0253639667271202, 1.0220823154476641, 1.0272743042013832, 1.0317850012907437, 1.0238892425606694, 1.0599985566496364, 1.0037538491567612, 1.0006614779679759, 1.0128004345184056, 1.0155337209026896, 1.0097454719504435, 0.9897380334093555]","[0.0, -0.04064168564280561, -0.17741230211028552, -0.14334116688852067, -0.12016987580741173, -0.2239036781312009, -0.20293022844102415, -0.202930219619551, -0.23483668071033786, -0.2372576628627715, -0.2328031807548701, -0.2395931326424964, -0.2403958144551285, -0.2552123890801634]",5415.556923614333
"[0.0, 19.49444319330869, 97.99062358768198, 50.76811555014845, 6.7228095552254254, 12.757633972818772, 0.0, 0.0, 25.352077174648652, 8.635292002044542, 3.3381525846411426, 7.07857990259475, 15.461822783698155, 12.135421896155274]","[0.0, 14.08670832138366, 16.051048787955505, -3.43315099385861, 1.8855189134394679, 7.083226053088979, 0.0, 0.0, 17.79616342027974, 6.095214691529841, 1.969543459463842, 1.466740958486093, 4.957799706235384, 4.152527650365265]","[1.0599996887819543, 1.0579179937349463, 1.024137422119212, 1.0228978283646268, 1.0276367298150306, 1.0305580610693201, 1.0249870293029715, 1.05999838912205, 1.0053642138970231, 1.0020062000023864, 1.0124992635397558, 1.0139990716066754, 1.0093465116431233, 0.9917168660184744]","[0.0, -0.040566389726317674, -0.18258223752996156, -0.1403682621576429, -0.11789097521650775, -0.22288274973814529, -0.19299611667064806, -0.19299610672790915, -0.22115517357096157, -0.22640545948807603, -0.2267011467545275, -0.24005687891160102, -0.2399935757770837, -0.24481367159538522]",5390.6408324998465
"[0.0, 23.206004868934308, 105.88301466726347, 40.478942554446995, 6.912976058892012, 9.675137466025348, 0.0, 0.0, 31.7958704624004, 7.3520100165455755, 3.0615020380525095, 6.9528470732126495, 15.216161997348935, 15.601783377682667]","[0.0, 12.984238270767374, 18.180751626365417, -3.495407970904042, 1.8614764088399078, 8.695705103595156, 0.0, 0.0, 18.35580039782821, 6.720099983894024, 2.0671368416973777, 1.4503622494828488, 6.599572744833324, 5.122042911293444]","[1.0599996592069238, 1.0574970749452897, 1.0223161299488552, 1.0223986734735573, 1.0272564247285392, 1.0311136474759115, 1.0229953921029797, 1.0599983291084296, 1.0016176596826645, 0.9988327710215199, 1.0110985845407123, 1.0132436595918766, 1.0067278742999815, 0.9841883741424137]","[0.0, -0.04393590400912836, -0.19284844454820843, -0.14241658130764134, -0.12011801945692337, -0.22633572928307516, -0.2009950728241172, -0.20099506120077804, -0.23243752102788093, -0.23512430448866872, -0.2324748512311671, -0.2442575934897355, -0.24463936886222598, -0.2579929262696769]",5532.74109807103
"[0.0, 20.448419440804784, 100.61108369088606, 39.49985469437415, 7.597788926268077, 9.976818219693577, 0.0, 0.0, 34.380384288136945, 10.164341977256338, 3.335420603796874, 6.045310953834334, 15.520308730103675, 12.411682559406259]","[0.0, 11.019755281753469, 17.31869615366733, -3.4593960240707706, 1.6327992216487475, 6.6899958703242834, 0.0, 0.0, 15.379852543101867, 6.289885048551164, 1.7530171977722064, 1.806937450463316, 5.706648944236482, 5.751899287418876]","[1.059999675430315, 1.0579280250951004, 1.0238151278366696, 1.0235567849560545, 1.028320366921219, 1.0334245095411516, 1.025085614446092, 1.059998310040792, 1.005628333721164, 1.002134999432663, 1.0140415394836242, 1.0165578472037406, 1.0103978856509408, 0.9896293676842532]","[0.0, -0.04085847797410086, -0.18448571997509125, -0.13920356248624377, -0.11759879293000108, -0.22333257254225966, -0.20030144178240764, -0.20030143129785524, -0.2330011922423546, -0.23723350049975614, -0.23245350685172744, -0.23940713863364327, -0.24093959203223825, -0.2511789485538322]",5397.160939900974
"[0.0, 18.448815002778, 87.44576270027292, 56.230671175329825, 8.127522155672306, 13.220110170661522, 0.0, 0.0, 32.94833750048981, 7.540266108014939, 4.119540826268013, 5.627829725237474, 14.357727522071752, 16.96385747235199]","[0.0, 12.34483637817696, 16.614553682496297, -4.255841935610954, 1.4971758182070114, 7.882843668882317, 0.0, 0.0, 17.9045455624475, 4.660115123260977, 1.5133346133858248, 1.3324650400348945, 4.720776287418336, 4.1193352609229406]","[1.059999732310715, 1.057893624676033, 1.0259218798523049, 1.0212992553013327, 1.0264087270917435, 1.032988050198323, 1.024212455251801, 1.0599985652577735, 1.0049739670635034, 1.003378102496694, 1.0144102648412165, 1.0177659472967633, 1.0112683115059118, 0.9886281402052981]","[0.0, -0.04196540932516508, -0.1775289110680127, -0.14787571188122434, -0.12467267255515038, -0.23670663928859645, -0.20976799758410417, -0.209767988518097, -0.24284097354080147, -0.24663200304016356, -0.24468135292632395, -0.25299009560739977, -0.25516986902101485, -0.27109715692571423]",5504.587392710806
"[0.0, 17.772480857305673, 104.24142648577512, 48.681597134765276, 7.716367645804282, 10.524949556627146, 0.0, 0.0, 27.823394557502375, 10.657224963754604, 3.448035436448375, 6.813760412758009, 11.551527628355688, 16.330717041244103]","[0.0, 12.75539744255952, 16.244532651617817, -3.308105307943035, 1.7128171090114392, 8.567419500538124, 0.0, 0.0, 16.73290118998039, 5.00322963335282, 1.477445817017773, 1.8105929257303388, 6.603687989750754, 5.506451673781788]","[1.0599996579890132, 1.0581290580565863, 1.0231441104942263, 1.022846486723056, 1.0280014158886768, 1.034288146706418, 1.0251615992767278, 1.0599981202382063, 1.0059483080032487, 1.0034179680355848, 1.0153563744347485, 1.0166216284985654, 1.0114481468278005, 0.9876032961917852]","[0.0, -0.0433265750129491, -0.19253491768579425, -0.14562424940590796, -0.1222176425720153, -0.2252155110359305, -0.20228392092081107, -0.2022839087115443, -0.23257952470506005, -0.23796317698693745, -0.23397761283509372, -0.24105081297200937, -0.24055667564754396, -0.25696279309455994]",5524.803077199121
"[0.0, 19.841949925204002, 102.70478664721718, 49.08315277887569, 7.516631045847146, 13.249107055861163, 0.0, 0.0, 32.18063651972884, 7.924253865086224, 3.058794868143554, 6.289128186554584, 11.232262595237044, 14.785725200935884]","[0.0, 14.481130970746566, 19.735744190651978, -4.118692361418551, 1.489128883464019, 6.649558334110262, 0.0, 0.0, 17.231271820211447, 4.684986379638324, 2.133886547480058, 1.813602963889083, 6.689800619310694, 4.905060017416836]","[1.0599996533858094, 1.05777894014296, 1.0230366053338094, 1.0225144218426416, 1.0275661440953947, 1.0326764080794288, 1.0246907892900337, 1.059998029767147, 1.0051657685970588, 1.0032818663247172, 1.014060334873156, 1.0157793151675583, 1.010680480411019, 0.9889560047896093]","[0.0, -0.0442071224460645, -0.19220726693262533, -0.1468781113650968, -0.12332485179965914, -0.22794938133797582, -0.2047120181863348, -0.204712005863058, -0.23564901506479405, -0.23897130347301113, -0.2352131314167682, -0.2426765357857757, -0.24237228344888678, -0.2575526839667816]",5569.465674218459
"[0.0, 19.71269388234548, 95.00713258284107, 51.351572036670454, 6.2625346864420735, 12.813441121310218, 0.0, 0.0, 28.860466571319744, 10.61881071099759, 3.0657286147942617, 6.409568048167055, 15.274250047770234, 14.474162706466183]","[0.0, 10.73082325505922, 20.677914271368742, -4.346300078437887, 1.48070081308859, 8.327533302962152, 0.0, 0.0, 15.117911420485811, 5.279127295776541, 2.1098911093861434, 1.7768800749158065, 6.417540963026345, 4.986376353769983]","[1.059999686266053, 1.057941580071669, 1.0248213456412227, 1.0231248953638448, 1.028005124315895, 1.0341006220875304, 1.0261578760626782, 1.0599982163546995, 1.0080382135833976, 1.0048165742180675, 1.0155899654093803, 1.0167374469942456, 1.010695600078532, 0.9907457212989126]","[0.0, -0.042082259656125214, -0.18280327081146666, -0.14488141467974555, -0.12183731550004992, -0.23134912051895418, -0.20352459400989917, -0.20352458339344437, -0.23482340369271856, -0.24057805789416575, -0.23771796684020363, -0.24773789842390223, -0.24862829155581767, -0.25922212893087077]",5479.7820592966955
"[0.0, 17.845877033517617, 82.77113833050439, 53.79448035278005, 9.042584942398415, 12.170710255653614, 0.0, 0.0, 33.158395441577305, 10.256032397489673, 3.053638494196399, 6.139760265292484, 14.182299323431293, 15.959363534071553]","[0.0, 10.227810516286702, 22.494096508128223, -4.02366687759939, 1.4042704101587398, 8.298662325250845, 0.0, 0.0, 15.913838205362403, 5.94655755077015, 1.7407217758236242, 1.4743536246076896, 6.349764254287417, 4.013453358981684]","[1.0599997136354007, 1.0581522144072906, 1.0272476374747805, 1.0220537880933631, 1.0270357703598125, 1.0333118651121926, 1.0247375155534126, 1.059998531670553, 1.0057565716668153, 1.0024975240554428, 1.0143248460460519, 1.016837452407997, 1.010436718299538, 0.9896596611876066]","[0.0, -0.038925861572938016, -0.16899882028976326, -0.14283531335829566, -0.12073584052193603, -0.2310608772004679, -0.2056844045152117, -0.20568439553646303, -0.23926684406703896, -0.24381707024306484, -0.239346521482076, -0.24756533810271647, -0.2487833332239677, -0.2648166002291418]",5359.076510165418
"[0.0, 25.445161457936752, 89.42451485270645, 39.96194467246167, 8.594424207869475, 11.706675775009945, 0.0, 0.0, 32.53705890623164, 7.933036729317274, 2.858923892618333, 5.27298276585111, 14.583086839520162, 16.635371331162897]","[0.0, 11.760399460939894, 16.436793486755285, -3.826296704281605, 1.4208365897690065, 8.95231824920775, 0.0, 0.0, 18.069611615880635, 5.027230075792161, 1.9753937242909192, 1.5016542467766838, 5.729355461653399, 5.7705622536715016]","[1.0599997238288599, 1.0574631345388288, 1.0256777897593068, 1.0233125968080756, 1.0277922105558475, 1.0304061963408964, 1.0238367547570935, 1.0599987485185713, 1.003049256616524, 1.000978754878533, 1.0120192144212732, 1.0144476437147472, 1.0071386737133172, 0.9833642959380534]","[0.0, -0.03834631041050346, -0.1700782481153041, -0.13382268564721658, -0.11372082513877187, -0.22027929913552444, -0.1944759309667475, -0.1944759231538709, -0.2270136489254965, -0.23039669754702097, -0.22697023003034095, -0.23585226949325774, -0.2380328010721943, -0.2531648394223764]",5278.503345336492
"[0.0, 17.983266154462992, 97.93340456121287, 49.242416692987106, 6.882752898377291, 13.419217527482596, 0.0, 0.0, 25.846307814138413, 9.89585266631275, 2.9110094560325748, 5.046214570236092, 11.837533230258755, 16.31418579296651]","[0.0, 14.279742623885515, 18.42765714977354, -4.123993778584846, 1.5837503265033157, 6.742230043639794, 0.0, 0.0, 16.850813039621684, 4.787090401756352, 1.5271586774306491, 1.5998045313084965, 5.472222310508675, 4.850000291465283]","[1.0599996734426338, 1.0582912935109139, 1.0247059018944873, 1.0240950067849495, 1.0288798548813427, 1.0329123997807343, 1.026160751178336, 1.0599982234877499, 1.0073440020241726, 1.0047935299683883, 1.0156260178790484, 1.0179408360381481, 1.0119818587661773, 0.9896857719606017]","[0.0, -0.03956335575796177, -0.18127856437312, -0.13929271506562046, -0.11679293851613237, -0.21890926178926903, -0.19382416408131187, -0.19382415362378883, -0.22297778155195608, -0.22830251229667112, -0.22547922158842776, -0.23256726826370486, -0.23392559954552994, -0.24904805162545146]",5340.67283510232
"[0.0, 21.607331688730568, 83.21089226106061, 49.77526514835093, 7.0960096752404365, 9.638778400590136, 0.0, 0.0, 29.13630879686435, 7.339140557804047, 3.589212840495003, 6.133505311711112, 14.841815591031533, 14.769729982851938]","[0.0, 11.927911085977225, 20.87830217249383, -3.4971064883788685, 1.8324631930228237, 7.055673850238986, 0.0, 0.0, 14.369794069688966, 6.498890528293663, 1.6485261473027277, 1.6609224520509511, 5.850126003192776, 5.171224485392594]","[1.0599996615564027, 1.0581959805987502, 1.0277408385336255, 1.0246039539432399, 1.0292777374336648, 1.0331903491203414, 1.0267148381693991, 1.0599983882936523, 1.0083085723487257, 1.0050036138289735, 1.0154699361700985, 1.0166066449476228, 1.0105942724186368, 0.9903375029789605]","[0.0, -0.03475172398290827, -0.16086782946445552, -0.13096386972449342, -0.1101026075754481, -0.21086575074411265, -0.18638422758098014, -0.1863842185984148, -0.21599909065277706, -0.2191490659742277, -0.21746171826012414, -0.2270222460803028, -0.22825856763645772, -0.24004547771243595]",5111.348653531699
"[0.0, 25.86914604717983, 102.77537801563405, 48.03879656922787, 7.942535382976989, 12.426921089536965, 0.0, 0.0, 30.396467302355703, 9.88413581841796, 3.391256556089517, 5.352849287944649, 14.245658651265302, 15.953506547080199]","[0.0, 13.138181723508296, 17.981090563131826, -3.4618264152151226, 1.3071972831455745, 7.202471428570114, 0.0, 0.0, 19.53486135959395, 4.681944634019743, 1.5671686363403872, 1.703186415557269, 5.896942765639592, 5.436206251265121]","[1.0599997049385186, 1.0568544310868038, 1.0219899407799722, 1.0206310695915661, 1.0258540065636341, 1.0310261893751287, 1.022404962325257, 1.0599984359692622, 1.0013308955342572, 0.9994323098189885, 1.0116709226321046, 1.0146377310960104, 1.0076269858094404, 0.98365210681199]","[0.0, -0.04792929225147304, -0.19655816730337727, -0.15097682696906592, -0.12742102390667476, -0.23660460701592798, -0.2107117551199468, -0.21071174426014475, -0.24272812571523228, -0.2478936042958699, -0.24454421472059987, -0.2517908452836859, -0.2537041299242282, -0.26806318965123127]",5747.385848133982
"[0.0, 18.07415418918023, 89.16892892457867, 53.96708494378598, 8.110232204901342, 9.55010113350034, 0.0, 0.0, 26.32666786397011, 10.170359786903177, 3.589906591406321, 5.750670121192307, 16.046212157324764, 16.217756339962797]","[0.0, 11.149663675520257, 21.87557924024316, -4.04264518094599, 1.303423606336736, 7.283433191177045, 0.0, 0.0, 14.86280337929442, 5.702177491827737, 1.4973385826463081, 1.3591721978358462, 6.482007637040061, 5.047392598220258]","[1.0599996861701773, 1.0583338975506298, 1.0264604801743433, 1.0237459343588788, 1.0286594468472654, 1.0345554857346857, 1.026589943478579, 1.059998310244244, 1.0085332852291247, 1.0052676608352458, 1.016398560425073, 1.0181011037638095, 1.0105967316360436, 0.989528814391111]","[0.0, -0.03888228703071059, -0.17353944365708443, -0.1406820922731416, -0.11834704617044914, -0.22283813558304771, -0.197043699900447, -0.1970436899858485, -0.22712922453366338, -0.23258099345204844, -0.23022034602380398, -0.23940735554786646, -0.24123713610570485, -0.25429098916056436]",5331.57873110906
"[0.0, 21.27093926347729, 97.47336452437001, 52.19373076647044, 7.292904152194303, 10.269123118303572, 0.0, 0.0, 35.19561113330521, 10.336187712399507, 3.2850055246309244, 6.905867717313654, 14.929835658532296, 17.68640494006841]","[0.0, 13.101349561509595, 20.525948767987334, -4.413899841104457, 1.7937131295391362, 6.829960153074387, 0.0, 0.0, 16.70548843275437, 5.802417477894708, 1.757644617436328, 1.4129943693333433, 6.573696940487353, 5.004501644379583]","[1.0599997179483132, 1.0574291547516306, 1.0234599289930129, 1.020416545064396, 1.025792337158541, 1.0349598987994297, 1.0231881220082473, 1.0599984443655406, 1.003438122379559, 1.0008650204176985, 1.0141361751618845, 1.0170559386833655, 1.010043414285681, 0.9852413854796417]","[0.0, -0.04764264068946877, -0.19370727688911582, -0.15537884473758928, -0.1309513788456539, -0.24535299345588904, -0.2211475348412058, -0.22114752393810358, -0.2563132258139214, -0.2605234166168295, -0.2550266456490268, -0.2637704977188821, -0.2647516506155737, -0.2834385068691759]",5765.562441604093
"[0.0, 23.369376053640828, 84.77450145875274, 45.73906009444155, 7.081944813142799, 11.665567405766412, 0.0, 0.0, 25.36004463637614, 9.523330070234723, 3.1346982517380892, 5.923658770863556, 16.11869463500782, 16.95902814171976]","[0.0, 11.270072504746295, 19.515745119290727, -3.2560167446460113, 1.587160104140317, 7.365311473094189, 0.0, 0.0, 19.09733626973796, 6.807447837276948, 1.9062681680896303, 1.6258205582170402, 4.973730836709561, 5.3660296563344225]","[1.0599997320618495, 1.0577567857508048, 1.0267628162471003, 1.022680691731304, 1.027249300950105, 1.0280500719542098, 1.0227829625848968, 1.0599989261212999, 1.0009253018058804, 0.9971663756771877, 1.0089154546234333, 1.011415437224783, 1.004671780516922, 0.9814205813293367]","[0.0, -0.035890831179509114, -0.16332100335056937, -0.13118551265262215, -0.11107409112034156, -0.2187952320297795, -0.1879244642194145, -0.1879244570939694, -0.21840977217736324, -0.22381129962462248, -0.22319120421480415, -0.23564965133979263, -0.2377845432472924, -0.24909688410465308]",5166.451988310521
"[0.0, 24.27818982798383, 84.943985599311, 45.60215257013591, 7.0862705034138935, 10.97304791995982, 0.0, 0.0, 24.835425533756624, 9.92652127982455, 3.604086504889615, 6.558205087455175, 15.624630990404247, 17.529404660665044]","[0.0, 14.497531580517094, 16.580087958590095, -3.362463188583012, 1.861649801886368, 8.823392328983386, 0.0, 0.0, 18.684472096783505, 6.603200596938614, 1.590923634927682, 1.9089451846751562, 6.46194079027612, 4.893879674431732]","[1.0599997246507307, 1.0576830935597108, 1.0267370911033968, 1.0229072784667508, 1.0274278453471752, 1.0293727436706455, 1.0234203635557497, 1.0599988697232672, 1.00218963477452, 0.9985219396135223, 1.010349045503219, 1.0111980923665937, 1.0047649407381212, 0.9824786415349054]","[0.0, -0.03649561652095472, -0.1641308749962224, -0.1319495249461967, -0.11176203032655986, -0.21966431791104105, -0.18896297253002517, -0.18896296509948998, -0.21956377455889406, -0.22544221334035322, -0.2250246521608431, -0.2368561186168989, -0.23810830196943947, -0.25107780870581947]",5194.345990050125
